"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","WASTEMUN","TOT","KG_CAP","A","2006",432.323,
"TUR","WASTEMUN","TOT","KG_CAP","A","2007",431.215,
"TUR","WASTEMUN","TOT","KG_CAP","A","2008",398.955,
"TUR","WASTEMUN","TOT","KG_CAP","A","2009",417.493,
"TUR","WASTEMUN","TOT","KG_CAP","A","2010",404.843,
"TUR","WASTEMUN","TOT","KG_CAP","A","2011",413.417,
"TUR","WASTEMUN","TOT","KG_CAP","A","2012",405.477,
"TUR","WASTEMUN","TOT","KG_CAP","A","2013",400.366,
"TUR","WASTEMUN","TOT","KG_CAP","A","2014",397.685,
"TUR","WASTEMUN","TOT","KG_CAP","A","2015",391.881,
"TUR","WASTEMUN","TOT","KG_CAP","A","2016",416.229,
"TUR","WASTEMUN","TOT","KG_CAP","A","2017",415.023,"E"
"TUR","WASTEMUN","TOT","KG_CAP","A","2018",413.918,"E"
"GBR","WASTEMUN","TOT","THND_TONNE","A","1990",27100,
"GBR","WASTEMUN","TOT","THND_TONNE","A","1995",28900,
"GBR","WASTEMUN","TOT","THND_TONNE","A","1996",29750,
"GBR","WASTEMUN","TOT","THND_TONNE","A","1997",31042,
"GBR","WASTEMUN","TOT","THND_TONNE","A","1998",31697,
"GBR","WASTEMUN","TOT","THND_TONNE","A","1999",33392,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2000",33954,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2001",34945,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2002",35532,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2003",35279,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2004",36121,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2005",35121,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2006",35479,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2007",34780,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2008",33424,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2009",32507.45,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2010",31954.51,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2011",31066.06,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2012",30412.98,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2013",30890.41,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2014",31129.42,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2015",31475.01,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2016",31709.99,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2017",30911.82,
"GBR","WASTEMUN","TOT","THND_TONNE","A","2018",30786.23,
"GBR","WASTEMUN","TOT","KG_CAP","A","1990",474.32,
"GBR","WASTEMUN","TOT","KG_CAP","A","1995",498.857,
"GBR","WASTEMUN","TOT","KG_CAP","A","1996",511.929,
"GBR","WASTEMUN","TOT","KG_CAP","A","1997",532.386,
"GBR","WASTEMUN","TOT","KG_CAP","A","1998",541.737,
"GBR","WASTEMUN","TOT","KG_CAP","A","1999",568.705,
"GBR","WASTEMUN","TOT","KG_CAP","A","2000",576.241,
"GBR","WASTEMUN","TOT","KG_CAP","A","2001",591.043,
"GBR","WASTEMUN","TOT","KG_CAP","A","2002",598.925,
"GBR","WASTEMUN","TOT","KG_CAP","A","2003",592.313,
"GBR","WASTEMUN","TOT","KG_CAP","A","2004",603.296,
"GBR","WASTEMUN","TOT","KG_CAP","A","2005",582.554,
"GBR","WASTEMUN","TOT","KG_CAP","A","2006",583.331,
"GBR","WASTEMUN","TOT","KG_CAP","A","2007",565.941,
"GBR","WASTEMUN","TOT","KG_CAP","A","2008",537.838,
"GBR","WASTEMUN","TOT","KG_CAP","A","2009",517.399,
"GBR","WASTEMUN","TOT","KG_CAP","A","2010",503.539,
"GBR","WASTEMUN","TOT","KG_CAP","A","2011",485.241,
"GBR","WASTEMUN","TOT","KG_CAP","A","2012",471.334,
"GBR","WASTEMUN","TOT","KG_CAP","A","2013",475.354,
"GBR","WASTEMUN","TOT","KG_CAP","A","2014",475.817,
"GBR","WASTEMUN","TOT","KG_CAP","A","2015",477.907,
"GBR","WASTEMUN","TOT","KG_CAP","A","2016",478.295,
"GBR","WASTEMUN","TOT","KG_CAP","A","2017",463.255,
"GBR","WASTEMUN","TOT","KG_CAP","A","2018",458.526,
"USA","WASTEMUN","TOT","THND_TONNE","A","1975",116212.32,
"USA","WASTEMUN","TOT","THND_TONNE","A","1980",137565,
"USA","WASTEMUN","TOT","THND_TONNE","A","1988",162933,
"USA","WASTEMUN","TOT","THND_TONNE","A","1990",188939,
"USA","WASTEMUN","TOT","THND_TONNE","A","1991",188449,
"USA","WASTEMUN","TOT","THND_TONNE","A","1992",194990,
"USA","WASTEMUN","TOT","THND_TONNE","A","1993",197748,
"USA","WASTEMUN","TOT","THND_TONNE","A","1994",200742,
"USA","WASTEMUN","TOT","THND_TONNE","A","1995",197113,
"USA","WASTEMUN","TOT","THND_TONNE","A","1996",195943,
"USA","WASTEMUN","TOT","THND_TONNE","A","1997",202393,
"USA","WASTEMUN","TOT","THND_TONNE","A","1998",206040,
"USA","WASTEMUN","TOT","THND_TONNE","A","1999",213080,
"USA","WASTEMUN","TOT","THND_TONNE","A","2000",220854,
"USA","WASTEMUN","TOT","THND_TONNE","A","2001",218450,
"USA","WASTEMUN","TOT","THND_TONNE","A","2002",222560,
"USA","WASTEMUN","TOT","THND_TONNE","A","2003",223548,
"USA","WASTEMUN","TOT","THND_TONNE","A","2004",230534,
"USA","WASTEMUN","TOT","THND_TONNE","A","2005",230180,
"USA","WASTEMUN","TOT","THND_TONNE","A","2006",233237,
"USA","WASTEMUN","TOT","THND_TONNE","A","2007",232693,
"USA","WASTEMUN","TOT","THND_TONNE","A","2008",229200,
"USA","WASTEMUN","TOT","THND_TONNE","A","2009",222188,
"USA","WASTEMUN","TOT","THND_TONNE","A","2010",227749,
"USA","WASTEMUN","TOT","THND_TONNE","A","2011",227876,
"USA","WASTEMUN","TOT","THND_TONNE","A","2012",228465,
"USA","WASTEMUN","TOT","THND_TONNE","A","2013",231350,
"USA","WASTEMUN","TOT","THND_TONNE","A","2014",234471,
"USA","WASTEMUN","TOT","THND_TONNE","A","2015",237782.192,
"USA","WASTEMUN","TOT","THND_TONNE","A","2016",242055.032,
"USA","WASTEMUN","TOT","THND_TONNE","A","2017",242935.002,
"USA","WASTEMUN","TOT","KG_CAP","A","1975",525.642,
"USA","WASTEMUN","TOT","KG_CAP","A","1980",593.884,
"USA","WASTEMUN","TOT","KG_CAP","A","1988",652.448,
"USA","WASTEMUN","TOT","KG_CAP","A","1990",742.278,
"USA","WASTEMUN","TOT","KG_CAP","A","1991",733.291,
"USA","WASTEMUN","TOT","KG_CAP","A","1992",751.314,
"USA","WASTEMUN","TOT","KG_CAP","A","1993",754.069,
"USA","WASTEMUN","TOT","KG_CAP","A","1994",757.049,
"USA","WASTEMUN","TOT","KG_CAP","A","1995",734.578,
"USA","WASTEMUN","TOT","KG_CAP","A","1996",721.138,
"USA","WASTEMUN","TOT","KG_CAP","A","1997",735.506,
"USA","WASTEMUN","TOT","KG_CAP","A","1998",739.693,
"USA","WASTEMUN","TOT","KG_CAP","A","1999",756.378,
"USA","WASTEMUN","TOT","KG_CAP","A","2000",775.994,
"USA","WASTEMUN","TOT","KG_CAP","A","2001",760.41,
"USA","WASTEMUN","TOT","KG_CAP","A","2002",767.937,
"USA","WASTEMUN","TOT","KG_CAP","A","2003",764.647,
"USA","WASTEMUN","TOT","KG_CAP","A","2004",781.488,
"USA","WASTEMUN","TOT","KG_CAP","A","2005",773.041,
"USA","WASTEMUN","TOT","KG_CAP","A","2006",775.883,
"USA","WASTEMUN","TOT","KG_CAP","A","2007",766.734,
"USA","WASTEMUN","TOT","KG_CAP","A","2008",748.268,
"USA","WASTEMUN","TOT","KG_CAP","A","2009",719.028,
"USA","WASTEMUN","TOT","KG_CAP","A","2010",730.939,
"USA","WASTEMUN","TOT","KG_CAP","A","2011",725.618,
"USA","WASTEMUN","TOT","KG_CAP","A","2012",722.075,
"USA","WASTEMUN","TOT","KG_CAP","A","2013",725.978,
"USA","WASTEMUN","TOT","KG_CAP","A","2014",730.716,
"USA","WASTEMUN","TOT","KG_CAP","A","2015",736.131,
"USA","WASTEMUN","TOT","KG_CAP","A","2016",744.591,
"USA","WASTEMUN","TOT","KG_CAP","A","2017",742.702,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2000",57563,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2001",55677,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2002",56524,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2003",57587,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2004",59214,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2005",60142,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2007",51432,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2009",53000,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2010",53000,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2011",53000,
"BRA","WASTEMUN","TOT","THND_TONNE","A","2012",57900,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2000",4520.3,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2001",4514.7,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2002",4647.1,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2003",4802.3,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2004",4964.1,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2005",5113.7,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2006",5310.9,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2007",5492.9,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2008",5608,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2009",5779.5,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2010",5935.7,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2011",6142.4,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2014",6811.71,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2015",7197.351,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2016",7228.65,
"CHL","WASTEMUN","TOT","THND_TONNE","A","2017",8121.992,
"CHL","WASTEMUN","TOT","KG_CAP","A","2000",294.629,
"CHL","WASTEMUN","TOT","KG_CAP","A","2001",290.968,
"CHL","WASTEMUN","TOT","KG_CAP","A","2002",296.288,
"CHL","WASTEMUN","TOT","KG_CAP","A","2003",302.991,
"CHL","WASTEMUN","TOT","KG_CAP","A","2004",309.966,
"CHL","WASTEMUN","TOT","KG_CAP","A","2005",315.998,
"CHL","WASTEMUN","TOT","KG_CAP","A","2006",324.736,
"CHL","WASTEMUN","TOT","KG_CAP","A","2007",332.295,
"CHL","WASTEMUN","TOT","KG_CAP","A","2008",335.642,
"CHL","WASTEMUN","TOT","KG_CAP","A","2009",342.262,
"CHL","WASTEMUN","TOT","KG_CAP","A","2010",347.879,
"CHL","WASTEMUN","TOT","KG_CAP","A","2011",356.421,
"CHL","WASTEMUN","TOT","KG_CAP","A","2014",383.565,
"CHL","WASTEMUN","TOT","KG_CAP","A","2015",400.535,
"CHL","WASTEMUN","TOT","KG_CAP","A","2016",396.981,
"CHL","WASTEMUN","TOT","KG_CAP","A","2017",439.729,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1990",67668,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1991",76360,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1992",82620,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1993",87910,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1994",99520,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1995",106710,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1996",108254,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1997",109819,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1998",113018,
"CHN","WASTEMUN","TOT","THND_TONNE","A","1999",114152,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2000",118190,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2001",134700,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2002",136500,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2003",148570,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2004",155090,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2005",155770,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2006",148410,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2007",152150,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2008",154380,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2009",157340,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2010",158048,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2011",163953,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2012",170809,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2013",172386,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2014",178602,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2015",191419,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2016",203620,
"CHN","WASTEMUN","TOT","THND_TONNE","A","2017",215209,
"EST","WASTEMUN","TOT","THND_TONNE","A","1995",533,
"EST","WASTEMUN","TOT","THND_TONNE","A","1996",565,
"EST","WASTEMUN","TOT","THND_TONNE","A","1997",593,
"EST","WASTEMUN","TOT","THND_TONNE","A","1998",557,
"EST","WASTEMUN","TOT","THND_TONNE","A","1999",569,
"EST","WASTEMUN","TOT","THND_TONNE","A","2000",633,"B"
"EST","WASTEMUN","TOT","THND_TONNE","A","2001",508.53,"B"
"EST","WASTEMUN","TOT","THND_TONNE","A","2002",553.24,
"EST","WASTEMUN","TOT","THND_TONNE","A","2003",566.8,
"EST","WASTEMUN","TOT","THND_TONNE","A","2004",606.2,
"EST","WASTEMUN","TOT","THND_TONNE","A","2005",587.19,
"EST","WASTEMUN","TOT","THND_TONNE","A","2006",536,
"EST","WASTEMUN","TOT","THND_TONNE","A","2007",602,
"EST","WASTEMUN","TOT","THND_TONNE","A","2008",524,
"EST","WASTEMUN","TOT","THND_TONNE","A","2009",452,
"EST","WASTEMUN","TOT","THND_TONNE","A","2010",406,
"EST","WASTEMUN","TOT","THND_TONNE","A","2011",399,
"EST","WASTEMUN","TOT","THND_TONNE","A","2012",371,
"EST","WASTEMUN","TOT","THND_TONNE","A","2013",386.29,
"EST","WASTEMUN","TOT","THND_TONNE","A","2014",469.55,"B"
"EST","WASTEMUN","TOT","THND_TONNE","A","2015",472.55,
"EST","WASTEMUN","TOT","THND_TONNE","A","2016",494.36,
"EST","WASTEMUN","TOT","THND_TONNE","A","2017",513.64,
"EST","WASTEMUN","TOT","THND_TONNE","A","2018",535.49,
"EST","WASTEMUN","TOT","KG_CAP","A","1995",371.941,
"EST","WASTEMUN","TOT","KG_CAP","A","1996",398.523,
"EST","WASTEMUN","TOT","KG_CAP","A","1997",420.665,
"EST","WASTEMUN","TOT","KG_CAP","A","1998",396.061,
"EST","WASTEMUN","TOT","KG_CAP","A","1999",405.332,
"EST","WASTEMUN","TOT","KG_CAP","A","2000",452.43,"B"
"EST","WASTEMUN","TOT","KG_CAP","A","2001",365.394,"B"
"EST","WASTEMUN","TOT","KG_CAP","A","2002",400.106,
"EST","WASTEMUN","TOT","KG_CAP","A","2003",412.846,
"EST","WASTEMUN","TOT","KG_CAP","A","2004",444.57,
"EST","WASTEMUN","TOT","KG_CAP","A","2005",433.143,
"EST","WASTEMUN","TOT","KG_CAP","A","2006",397.224,
"EST","WASTEMUN","TOT","KG_CAP","A","2007",447.818,
"EST","WASTEMUN","TOT","KG_CAP","A","2008",391.023,
"EST","WASTEMUN","TOT","KG_CAP","A","2009",338.289,
"EST","WASTEMUN","TOT","KG_CAP","A","2010",304.782,
"EST","WASTEMUN","TOT","KG_CAP","A","2011",300.518,
"EST","WASTEMUN","TOT","KG_CAP","A","2012",280.39,
"EST","WASTEMUN","TOT","KG_CAP","A","2013",292.852,
"EST","WASTEMUN","TOT","KG_CAP","A","2014",356.726,"B"
"EST","WASTEMUN","TOT","KG_CAP","A","2015",359.265,
"EST","WASTEMUN","TOT","KG_CAP","A","2016",375.508,
"EST","WASTEMUN","TOT","KG_CAP","A","2017",389.301,
"EST","WASTEMUN","TOT","KG_CAP","A","2018",404.779,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2000",3967.58,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2001",3590.481,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2002",3855.364,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2003",3846.939,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2004",3978,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2005",4086,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2006",4227,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2007",4304,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2008",4434,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2009",4550.8,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2010",4623.18,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2011",4745.8,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2012",4837.4,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2013",4861.886,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2014",4955.262,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2015",5081.651,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2016",5261.411,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2017",5434.653,
"ISR","WASTEMUN","TOT","THND_TONNE","A","2018",5658.206,
"ISR","WASTEMUN","TOT","KG_CAP","A","2000",667.274,
"ISR","WASTEMUN","TOT","KG_CAP","A","2001",592.423,
"ISR","WASTEMUN","TOT","KG_CAP","A","2002",624.926,
"ISR","WASTEMUN","TOT","KG_CAP","A","2003",612.729,
"ISR","WASTEMUN","TOT","KG_CAP","A","2004",621.901,
"ISR","WASTEMUN","TOT","KG_CAP","A","2005",625.777,
"ISR","WASTEMUN","TOT","KG_CAP","A","2006",632.724,
"ISR","WASTEMUN","TOT","KG_CAP","A","2007",628.584,
"ISR","WASTEMUN","TOT","KG_CAP","A","2008",631.549,
"ISR","WASTEMUN","TOT","KG_CAP","A","2009",632.932,
"ISR","WASTEMUN","TOT","KG_CAP","A","2010",629.308,
"ISR","WASTEMUN","TOT","KG_CAP","A","2011",633.864,
"ISR","WASTEMUN","TOT","KG_CAP","A","2012",635.25,
"ISR","WASTEMUN","TOT","KG_CAP","A","2013",628.57,
"ISR","WASTEMUN","TOT","KG_CAP","A","2014",630.905,
"ISR","WASTEMUN","TOT","KG_CAP","A","2015",636.919,
"ISR","WASTEMUN","TOT","KG_CAP","A","2016",648.837,
"ISR","WASTEMUN","TOT","KG_CAP","A","2017",659.237,
"ISR","WASTEMUN","TOT","KG_CAP","A","2018",675.081,
"RUS","WASTEMUN","TOT","THND_TONNE","A","1999",50835.65,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2000",51828.63,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2001",51115.2,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2002",54010.5,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2003",55068.43,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2004",57822.48,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2005",57695.05,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2006",60847.25,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2007",62868.18,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2008",64605.13,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2009",66871.68,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2010",69256.63,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2011",69198.28,
"RUS","WASTEMUN","TOT","THND_TONNE","A","2012",80564.33,
"SVN","WASTEMUN","TOT","THND_TONNE","A","1995",1185.93,
"SVN","WASTEMUN","TOT","THND_TONNE","A","1996",1175,
"SVN","WASTEMUN","TOT","THND_TONNE","A","1997",1170,
"SVN","WASTEMUN","TOT","THND_TONNE","A","1998",1158.79,
"SVN","WASTEMUN","TOT","THND_TONNE","A","1999",1090,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2000",1020,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2001",952.68,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2002",812.06,"B"
"SVN","WASTEMUN","TOT","THND_TONNE","A","2003",834.02,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2004",969.21,"B"
"SVN","WASTEMUN","TOT","THND_TONNE","A","2005",988.73,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2006",1036.47,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2007",1060.09,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2008",1094.76,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2009",1069.35,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2010",1003.9,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2011",852.12,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2012",744.01,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2013",853.39,"B"
"SVN","WASTEMUN","TOT","THND_TONNE","A","2014",891.71,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2015",925.94,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2016",942.84,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2017",974.1,
"SVN","WASTEMUN","TOT","THND_TONNE","A","2018",1008.53,
"SVN","WASTEMUN","TOT","KG_CAP","A","1995",596.375,
"SVN","WASTEMUN","TOT","KG_CAP","A","1996",591.208,
"SVN","WASTEMUN","TOT","KG_CAP","A","1997",588.713,
"SVN","WASTEMUN","TOT","KG_CAP","A","1998",583,
"SVN","WASTEMUN","TOT","KG_CAP","A","1999",548.368,
"SVN","WASTEMUN","TOT","KG_CAP","A","2000",513.218,
"SVN","WASTEMUN","TOT","KG_CAP","A","2001",479.392,
"SVN","WASTEMUN","TOT","KG_CAP","A","2002",408.509,"B"
"SVN","WASTEMUN","TOT","KG_CAP","A","2003",419.059,
"SVN","WASTEMUN","TOT","KG_CAP","A","2004",485.825,"B"
"SVN","WASTEMUN","TOT","KG_CAP","A","2005",493.765,
"SVN","WASTEMUN","TOT","KG_CAP","A","2006",515.114,
"SVN","WASTEMUN","TOT","KG_CAP","A","2007",524.005,
"SVN","WASTEMUN","TOT","KG_CAP","A","2008",538.282,
"SVN","WASTEMUN","TOT","KG_CAP","A","2009",523.335,
"SVN","WASTEMUN","TOT","KG_CAP","A","2010",489.4,
"SVN","WASTEMUN","TOT","KG_CAP","A","2011",414.088,
"SVN","WASTEMUN","TOT","KG_CAP","A","2012",360.625,
"SVN","WASTEMUN","TOT","KG_CAP","A","2013",412.767,"B"
"SVN","WASTEMUN","TOT","KG_CAP","A","2014",430.528,
"SVN","WASTEMUN","TOT","KG_CAP","A","2015",446.406,
"SVN","WASTEMUN","TOT","KG_CAP","A","2016",454.076,
"SVN","WASTEMUN","TOT","KG_CAP","A","2017",468.805,
"SVN","WASTEMUN","TOT","KG_CAP","A","2018",485.184,
"OECD","WASTEMUN","TOT","THND_TONNE","A","1990",541952,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1991",552012,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1992",571378,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1993",580561,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1994",585920,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1995",585509,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1996",596970,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1997",610894,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1998",618139,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","1999",630376,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2000",645743,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2001",644243,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2002",652564,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2003",651282,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2004",659143,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2005",662581,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2006",669335,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2007",672059,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2008",664890,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2009",655232,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2010",660266,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2011",660963,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2012",658059,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2013",658719,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2014",663669,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2015",670792,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2016",679183,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2017",680798,"E"
"OECD","WASTEMUN","TOT","THND_TONNE","A","2018",682779,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1990",505.266,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1991",510.674,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1992",524.489,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1993",528.795,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1994",529.599,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1995",525.266,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1996",531.629,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1997",540.125,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1998",542.663,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","1999",549.512,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2000",558.946,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2001",553.723,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2002",556.933,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2003",551.923,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2004",554.622,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2005",553.524,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2006",555.123,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2007",553.328,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2008",543.462,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2009",531.763,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2010",532.154,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2011",529.175,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2012",523.477,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2013",520.763,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2014",521.528,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2015",524.046,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2016",527.575,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2017",525.906,"E"
"OECD","WASTEMUN","TOT","KG_CAP","A","2018",524.664,"E"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2001",4726.108,
