"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"GREECE",1992,20589
"GREENLAND",1992,131
"GRENADA",1992,32
"GUADELOUPE",1992,366
"GUATEMALA",1992,1641
"GUINEA",1992,289
"GUINEA BISSAU",1992,49
"GUYANA",1992,285
"HAITI",1992,248
"HONDURAS",1992,839
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1992,9025
"HUNGARY",1992,16470
"ICELAND",1992,496
"INDIA",1992,190643
"INDONESIA",1992,55243
"IRAQ",1992,16120
"IRELAND",1992,8463
"ISLAMIC REPUBLIC OF IRAN",1992,62304
"ISRAEL",1992,11669
"ITALY (INCLUDING SAN MARINO)",1992,114681
"JAMAICA",1992,2104
"JAPAN",1992,306476
"JORDAN",1992,3345
"KAZAKHSTAN",1992,71460
"KENYA",1992,1511
"KIRIBATI",1992,7
"KUWAIT",1992,5750
"KYRGYZSTAN",1992,3059
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1992,70
"LATVIA",1992,3857
"LEBANON",1992,2825
"LESOTHO",1992,433
"LIBERIA",1992,77
"LIBYAN ARAB JAMAHIRIYAH",1992,10161
"LITHUANIA",1992,6040
"LUXEMBOURG",1992,2883
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1992,295
"MACEDONIA",1992,2939
"MADAGASCAR",1992,274
"MALAWI",1992,217
"MALAYSIA",1992,20534
"MALDIVES",1992,63
"MALI",1992,121
"MALTA",1992,552
"MARSHALL ISLANDS",1992,15
"MARTINIQUE",1992,435
"MAURITANIA",1992,264
"MAURITIUS",1992,466
"MEXICO",1992,91273
"MONGOLIA",1992,3005
"MONTSERRAT",1992,8
"MOROCCO",1992,7101
"MOZAMBIQUE",1992,274
"MYANMAR (FORMERLY BURMA)",1992,1333
"NAMIBIA",1992,314
"NAURU",1992,33
"NEPAL",1992,363
"NETHERLAND ANTILLES",1992,973
"NETHERLANDS",1992,44239
"NEW CALEDONIA",1992,432
"NEW ZEALAND",1992,6840
"NICARAGUA",1992,653
"NIGER",1992,191
"NIGERIA",1992,12712
"NIUE",1992,2
"NORWAY",1992,8729
"OCCUPIED PALESTINIAN TERRITORY",1992,250
"OMAN",1992,3294
"PAKISTAN",1992,19850
"PALAU",1992,64
"PANAMA",1992,1158
"PAPUA NEW GUINEA",1992,560
"PARAGUAY",1992,690
"PERU",1992,5570
"PHILIPPINES",1992,13295
"PLURINATIONAL STATE OF BOLIVIA",1992,1815
"POLAND",1992,96740
"PORTUGAL",1992,13166
"QATAR",1992,7309
"REPUBLIC OF CAMEROON",1992,1033
"REPUBLIC OF KOREA",1992,77524
"REPUBLIC OF MOLDOVA",1992,5719
"REUNION",1992,420
"ROMANIA",1992,35082
"RUSSIAN FEDERATION",1992,566858
"RWANDA",1992,133
"SAINT HELENA",1992,2
"SAINT LUCIA",1992,55
"SAMOA",1992,30
"SAO TOME & PRINCIPE",1992,13
"SAUDI ARABIA",1992,77866
"SENEGAL",1992,949
"SEYCHELLES",1992,47
"SIERRA LEONE",1992,122
"SINGAPORE",1992,13206
"SLOVAKIA",1992,12049
"SLOVENIA",1992,3403
"SOLOMON ISLANDS",1992,39
"SOMALIA",1992,186
"SOUTH AFRICA",1992,82271
"SPAIN",1992,63791
"SRI LANKA",1992,1414
"ST. KITTS-NEVIS",1992,30
"ST. PIERRE & MIQUELON",1992,26
"ST. VINCENT & THE GRENADINES",1992,23
"SUDAN",1992,1194
"SURINAME",1992,564
"SWAZILAND",1992,72
"SWEDEN",1992,13915
"SWITZERLAND",1992,11670
"SYRIAN ARAB REPUBLIC",1992,11704
"TAIWAN",1992,39665
"TAJIKISTAN",1992,1995
"THAILAND",1992,29937
"TOGO",1992,228
"TONGA",1992,19
"TRINIDAD AND TOBAGO",1992,5223
"TUNISIA",1992,4097
"TURKEY",1992,41753
"TURKMENISTAN",1992,9007
"TURKS AND CAICOS ISLANDS",1992,9
"TUVALU",1992,2
"UGANDA",1992,215
"UKRAINE",1992,172056
"UNITED ARAB EMIRATES",1992,15854
"UNITED KINGDOM",1992,151699
"UNITED REPUBLIC OF TANZANIA",1992,634
"UNITED STATES OF AMERICA",1992,1338842
"URUGUAY",1992,1410
"UZBEKISTAN",1992,30490
"VANUATU",1992,17
"VENEZUELA",1992,28899
"VIET NAM",1992,5857
"YEMEN",1992,2714
"YUGOSLAVIA (MONTENEGRO & SERBIA)",1992,12367
"ZAMBIA",1992,670
"ZIMBABWE",1992,4639
