"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"QATAR",2012,25668
"REPUBLIC OF CAMEROON",2012,1671
"REPUBLIC OF KOREA",2012,159249
"REPUBLIC OF MOLDOVA",2012,1343
"REPUBLIC OF SOUTH SUDAN",2012,363
"REPUBLIC OF SUDAN",2012,3993
"REUNION",2012,1159
"ROMANIA",2012,22286
"RUSSIAN FEDERATION",2012,499272
"RWANDA",2012,201
"SAINT HELENA",2012,3
"SAINT LUCIA",2012,111
"SAINT MARTIN (DUTCH PORTION)",2012,190
"SAMOA",2012,54
"SAO TOME & PRINCIPE",2012,31
"SAUDI ARABIA",2012,154034
"SENEGAL",2012,2158
"SERBIA",2012,12016
"SEYCHELLES",2012,120
"SIERRA LEONE",2012,281
"SINGAPORE",2012,9919
"SLOVAKIA",2012,8935
"SLOVENIA",2012,4031
"SOLOMON ISLANDS",2012,54
"SOMALIA",2012,166
"SOUTH AFRICA",2012,127835
"SPAIN",2012,72206
"SRI LANKA",2012,4372
"ST. KITTS-NEVIS",2012,60
"ST. PIERRE & MIQUELON",2012,19
"ST. VINCENT & THE GRENADINES",2012,69
"SURINAME",2012,616
"SWAZILAND",2012,329
"SWEDEN",2012,12830
"SWITZERLAND",2012,10301
"SYRIAN ARAB REPUBLIC",2012,12198
"TAIWAN",2012,70393
"TAJIKISTAN",2012,800
"THAILAND",2012,80883
"TIMOR-LESTE (FORMERLY EAST TIMOR)",2012,80
"TOGO",2012,678
"TONGA",2012,29
"TRINIDAD AND TOBAGO",2012,12386
"TUNISIA",2012,7364
"TURKEY",2012,89872
"TURKMENISTAN",2012,17691
"TURKS AND CAICOS ISLANDS",2012,54
"TUVALU",2012,3
"UGANDA",2012,1110
"UKRAINE",2012,80663
"UNITED ARAB EMIRATES",2012,48101
"UNITED KINGDOM",2012,127781
"UNITED REPUBLIC OF TANZANIA",2012,2603
"UNITED STATES OF AMERICA",2012,1396083
"URUGUAY",2012,2371
"UZBEKISTAN",2012,31583
"VANUATU",2012,31
"VENEZUELA",2012,54204
"VIET NAM",2012,38784
"WALLIS AND FUTUNA ISLANDS",2012,7
"YEMEN",2012,5091
"ZAMBIA",2012,1000
"ZIMBABWE",2012,2125
