"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"FEDERATED STATES OF MICRONESIA",2011,33
"FIJI",2011,297
"FINLAND",2011,15494
"FRANCE (INCLUDING MONACO)",2011,90484
"FRENCH GUIANA",2011,175
"FRENCH POLYNESIA",2011,227
"GABON",2011,1356
"GAMBIA",2011,122
"GEORGIA",2011,2174
"GERMANY",2011,199754
"GHANA",2011,2681
"GIBRALTAR",2011,123
"GREECE",2011,21773
"GREENLAND",2011,193
"GRENADA",2011,69
"GUADELOUPE",2011,663
"GUATEMALA",2011,3228
"GUINEA",2011,758
"GUINEA BISSAU",2011,67
"GUYANA",2011,486
"HAITI",2011,605
"HONDURAS",2011,2442
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",2011,11943
"HUNGARY",2011,13047
"ICELAND",2011,513
"INDIA",2011,502257
"INDONESIA",2011,164621
"IRAQ",2011,36647
"IRELAND",2011,9717
"ISLAMIC REPUBLIC OF IRAN",2011,160637
"ISRAEL",2011,18852
"ITALY (INCLUDING SAN MARINO)",2011,108534
"JAMAICA",2011,2143
"JAPAN",2011,324809
"JORDAN",2011,5909
"KAZAKHSTAN",2011,70646
"KENYA",2011,3670
"KIRIBATI",2011,17
"KUWAIT",2011,24824
"KYRGYZSTAN",2011,2088
"LAO PEOPLE S DEMOCRATIC REPUBLIC",2011,443
"LATVIA",2011,1989
"LEBANON",2011,5575
"LESOTHO",2011,636
"LIBERIA",2011,243
"LIBYAN ARAB JAMAHIRIYAH",2011,10827
"LIECHTENSTEIN",2011,13
"LITHUANIA",2011,3760
"LUXEMBOURG",2011,2983
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",2011,395
"MACEDONIA",2011,2563
"MADAGASCAR",2011,638
"MALAWI",2011,322
"MALAYSIA",2011,60105
"MALDIVES",2011,269
"MALI",2011,285
"MALTA",2011,693
"MARSHALL ISLANDS",2011,28
"MARTINIQUE",2011,605
"MAURITANIA",2011,653
"MAURITIUS",2011,1069
"MEXICO",2011,132105
"MONGOLIA",2011,5863
"MONTENEGRO",2011,701
"MONTSERRAT",2011,11
"MOROCCO",2011,15731
"MOZAMBIQUE",2011,879
"MYANMAR (FORMERLY BURMA)",2011,3899
"NAMIBIA",2011,772
"NAURU",2011,11
"NEPAL",2011,1509
"NETHERLAND ANTILLES",2011,1587
"NETHERLANDS",2011,47496
"NEW CALEDONIA",2011,995
"NEW ZEALAND",2011,8591
"NICARAGUA",2011,1331
"NIGER",2011,362
"NIGERIA",2011,26096
"NIUE",2011,2
"NORWAY",2011,12325
"OCCUPIED PALESTINIAN TERRITORY",2011,613
"OMAN",2011,14734
"PAKISTAN",2011,44166
"PALAU",2011,69
"PANAMA",2011,2754
"PAPUA NEW GUINEA",2011,1453
"PARAGUAY",2011,1451
"PERU",2011,13535
"PHILIPPINES",2011,23315
"PLURINATIONAL STATE OF BOLIVIA",2011,4403
"POLAND",2011,86446
"PORTUGAL",2011,12987
"QATAR",2011,21935
"REPUBLIC OF CAMEROON",2011,1573
"REPUBLIC OF KOREA",2011,160731
"REPUBLIC OF MOLDOVA",2011,1374
"REUNION",2011,1165
"ROMANIA",2011,23147
"RUSSIAN FEDERATION",2011,480885
"RWANDA",2011,181
"SAINT HELENA",2011,3
"SAINT LUCIA",2011,111
"SAMOA",2011,55
"SAO TOME & PRINCIPE",2011,28
"SAUDI ARABIA",2011,136318
"SENEGAL",2011,2282
"SERBIA",2011,13422
"SEYCHELLES",2011,93
"SIERRA LEONE",2011,245
"SINGAPORE",2011,12332
"SLOVAKIA",2011,9415
"SLOVENIA",2011,4115
"SOLOMON ISLANDS",2011,54
"SOMALIA",2011,165
"SOUTH AFRICA",2011,128329
"SPAIN",2011,73779
"SRI LANKA",2011,4128
"ST. KITTS-NEVIS",2011,63
"ST. PIERRE & MIQUELON",2011,19
"ST. VINCENT & THE GRENADINES",2011,54
"SUDAN",2011,4270
"SURINAME",2011,537
"SWAZILAND",2011,286
"SWEDEN",2011,14108
"SWITZERLAND",2011,10081
"SYRIAN ARAB REPUBLIC",2011,15519
"TAIWAN",2011,73406
"TAJIKISTAN",2011,641
"THAILAND",2011,75898
"TIMOR-LESTE (FORMERLY EAST TIMOR)",2011,67
"TOGO",2011,672
"TONGA",2011,28
"TRINIDAD AND TOBAGO",2011,12799
"TUNISIA",2011,7096
"TURKEY",2011,87494
"TURKMENISTAN",2011,17035
"TURKS AND CAICOS ISLANDS",2011,52
"TUVALU",2011,2
"UGANDA",2011,1163
"UKRAINE",2011,78100
"UNITED ARAB EMIRATES",2011,45116
"UNITED KINGDOM",2011,122124
"UNITED REPUBLIC OF TANZANIA",2011,2207
"UNITED STATES OF AMERICA",2011,1442509
"URUGUAY",2011,2117
"UZBEKISTAN",2011,31002
"VANUATU",2011,36
"VENEZUELA",2011,48220
"VIET NAM",2011,41497
"WALLIS AND FUTUNA ISLANDS",2011,7
"YEMEN",2011,5363
"ZAMBIA",2011,801
"ZIMBABWE",2011,2608
