"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"REPUBLIC OF CAMEROON",2013,1847
"REPUBLIC OF KOREA",2013,161576
"REPUBLIC OF MOLDOVA",2013,1363
"REPUBLIC OF SOUTH SUDAN",2013,395
"REPUBLIC OF SUDAN",2013,4220
"REUNION",2013,1118
"ROMANIA",2013,19347
"RUSSIAN FEDERATION",2013,485018
"RWANDA",2013,219
"SAINT HELENA",2013,3
"SAINT LUCIA",2013,111
"SAINT MARTIN (DUTCH PORTION)",2013,195
"SAMOA",2013,54
"SAO TOME & PRINCIPE",2013,31
"SAUDI ARABIA",2013,147545
"SENEGAL",2013,2297
"SERBIA",2013,12240
"SEYCHELLES",2013,110
"SIERRA LEONE",2013,325
"SINGAPORE",2013,15183
"SLOVAKIA",2013,9024
"SLOVENIA",2013,3859
"SOLOMON ISLANDS",2013,55
"SOMALIA",2013,166
"SOUTH AFRICA",2013,127182
"SPAIN",2013,64640
"SRI LANKA",2013,4224
"ST. KITTS-NEVIS",2013,61
"ST. PIERRE & MIQUELON",2013,20
"ST. VINCENT & THE GRENADINES",2013,57
"SURINAME",2013,523
"SWAZILAND",2013,297
"SWEDEN",2013,12230
"SWITZERLAND",2013,10970
"SYRIAN ARAB REPUBLIC",2013,9937
"TAIWAN",2013,71022
"TAJIKISTAN",2013,949
"THAILAND",2013,81835
"TIMOR-LESTE (FORMERLY EAST TIMOR)",2013,120
"TOGO",2013,725
"TONGA",2013,31
"TRINIDAD AND TOBAGO",2013,12692
"TUNISIA",2013,7545
"TURKEY",2013,88566
"TURKMENISTAN",2013,18199
"TURKS AND CAICOS ISLANDS",2013,54
"TUVALU",2013,3
"UGANDA",2013,1328
"UKRAINE",2013,74141
"UNITED ARAB EMIRATES",2013,46552
"UNITED KINGDOM",2013,124966
"UNITED REPUBLIC OF TANZANIA",2013,3048
"UNITED STATES OF AMERICA",2013,1406916
"URUGUAY",2013,2069
"UZBEKISTAN",2013,28185
"VANUATU",2013,29
"VENEZUELA",2013,50156
"VIET NAM",2013,40150
"WALLIS AND FUTUNA ISLANDS",2013,6
"YEMEN",2013,6953
"ZAMBIA",2013,1079
"ZIMBABWE",2013,3184
