"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"UNITED KINGDOM",2010,134499
"UNITED REPUBLIC OF TANZANIA",2010,1938
"UNITED STATES OF AMERICA",2010,1471375
"URUGUAY",2010,1742
"UZBEKISTAN",2010,28407
"VANUATU",2010,33
"VENEZUELA",2010,51560
"VIET NAM",2010,38925
"WALLIS AND FUTUNA ISLANDS",2010,8
"YEMEN",2010,6390
"ZAMBIA",2010,734
"ZIMBABWE",2010,2121
